filename,genre,bpm,mean_bandwidth,mean_centroid,mean_chroma,mean_contrast,mean_mfcc0,mean_mfcc1,mean_mfcc10,mean_mfcc11,mean_mfcc12,mean_mfcc2,mean_mfcc3,mean_mfcc4,mean_mfcc5,mean_mfcc6,mean_mfcc7,mean_mfcc8,mean_mfcc9,mean_rmse,mean_rolloff,mean_zcr,std_bandwidth,std_centroid,std_chroma,std_contrast,std_mfcc0,std_mfcc1,std_mfcc10,std_mfcc11,std_mfcc2,std_mfcc3,std_mfcc4,std_mfcc5,std_mfcc6,std_mfcc7,std_mfcc8,std_mfcc9,std_rmse,std_rolloff,std_zcr
blues.00000.au,blues,124.09367749419954,2002.4490601176963,1784.1658495387555,0.5497656778852871,20.526698693370026,-113.57065006014841,121.57179828375645,-8.326572193800242,8.80379123156843,6.42007926746505,-19.168141830786563,42.36641931081865,-6.364662969610004,18.623497924645243,-13.704889705913923,15.343149555432882,-12.27410844121361,10.976570552258792,0.1302279233932495,3805.8396058403423,0.08304482066898686,293.05760750319797,360.241675164258,0.24952558419813967,8.760241661575213,50.63800397002524,17.202145638851494,7.859585838859579,7.158500304571137,15.348434464581063,12.292554389459685,12.958966575482599,9.443561135935173,8.225600439591823,8.302564946437705,9.066653345041392,7.961552067683673,0.05316668748855591,949.4763954584874,0.027693783681433826
blues.00001.au,blues,104.82630245238785,2039.0365160924302,1530.1766787460797,0.5033214402606603,20.676128259217815,-207.50168497354258,123.99125853319526,-5.555638114803581,5.376326519848111,8.056940892204446,8.955128383921155,35.877646812151795,2.907320722029342,21.510467109337494,-8.56043652536767,23.370685838857977,-10.099660518310978,11.900496750354979,0.09594780951738358,3550.5220984084976,0.05603980870552978,462.43243343945426,613.0661250213443,0.27516411178279315,8.237203412065748,88.11671784202348,23.669810668144187,10.255419435993979,9.80801782602156,23.933468708522717,16.263645154775933,16.731196983412914,12.509081459246012,14.172127340238763,11.939679548848662,12.888309369135763,10.215606048843004,0.04871077090501785,1725.6573785484359,0.03804630719740175
blues.00002.au,blues,157.14947510598643,1747.702311667604,1552.8118647610042,0.5154168579102023,22.197516533033788,-90.72259498920184,140.44630573672947,-13.133803328318866,5.791198929620848,7.770788260281618,-29.09389021679632,31.684336333432768,-13.984503369188896,25.76474346357156,-13.66487504692547,11.639933080634192,-11.783642233972582,9.71876044823001,0.17557041347026825,3042.2602323810906,0.07629120746326373,276.14161630732116,395.5599112249817,0.25418185622147094,8.725291822932219,57.611152376452026,22.5558204473697,7.601409437441797,8.029956944456032,20.292392831354356,12.003763626775273,12.469714198036826,8.634141468551936,10.343202499511925,10.32351050844571,8.089990859732923,8.240683276461992,0.05240149050951004,885.4572043322688,0.031730570099435376
blues.00003.au,blues,121.34535420358837,1596.4128721770242,1070.106614997128,0.4010586835240701,21.426268151556844,-199.5441999686475,150.0909082667384,-3.200652415434922,6.079318742919624,7.536538035450954,5.6626792977957825,26.859079305106007,1.771400202915862,14.23402961585204,-4.832005888819062,9.286494752028094,-0.7591858678157762,8.137605793702804,0.14109300076961517,2184.7457991951856,0.03330886262567672,407.9724191277204,429.36690885180496,0.29886168366573196,7.961446211872616,74.21264912724938,21.36598624286482,10.499365658395668,6.946365783201418,16.036245304945297,12.580433559488938,16.37175644042442,11.260289978098447,12.48647615180241,9.01519532726588,9.59760844671744,8.444766369754136,0.0796639621257782,1221.9633219928148,0.020561103742135052
blues.00004.au,blues,135.40782604713638,1748.1721158264975,1835.004265512071,0.5212914527084678,21.466338127703896,-160.33771108012152,126.21963120678241,-13.088416639982773,-2.813868176070341,9.463373908723177,-35.58780914730915,22.148070831507948,-32.478601678414535,10.85229292703505,-23.352330009854263,0.49843236498955645,-11.793435806615967,1.2072541818959466,0.09152871370315552,3579.757626703886,0.10146053871809745,297.397392449733,586.0033611456861,0.2537380607647986,7.93638368446028,72.07837534001236,29.21959448751488,8.95846335058059,9.296807152520893,18.270002162932858,13.908850356737112,18.33785272504142,11.611701116447557,9.656971682581233,11.165667656289786,11.404971436191968,9.983766372561814,0.047993727028369904,1254.1841299748899,0.04420548271538123
blues.00005.au,blues,102.77441864752859,1729.6532869429975,1831.9939396068485,0.45663022156366084,22.54583103280072,-177.7742346971013,118.20548523013416,-11.772434061991524,-2.4058328070021555,8.960474135545029,-17.565878698296196,30.76239999286655,-21.74783904306643,11.920993447477107,-20.730993979938468,3.1865775491615143,-8.586038605307701,-0.9328524022726008,0.10349363833665848,3481.5175917198376,0.09404153373936582,449.34453221682423,1015.126775156613,0.26983545915034424,8.176805971659192,85.48343341970424,56.526214074372305,8.749088018725152,8.871742632205843,25.58073226495819,22.039658432227533,20.818501699735645,16.321505430136643,13.028497388399389,11.56446532647799,13.123619652387054,10.006301752296219,0.06309127062559128,1809.5413667976416,0.07895058970522166
blues.00006.au,blues,112.93022493176561,1389.009131184953,1459.366471695766,0.4322642686316541,23.429540221028684,-190.0523731651732,130.2890830837734,-7.839751157558163,-3.128592005696547,8.895278764604289,-36.36953513430705,33.02903372178423,11.108782546151273,-0.6055834664083914,-20.871856586104137,0.27302484192692017,-6.486139518390144,-5.516767237506915,0.14187414944171906,2795.610963330191,0.07305223740815932,430.143277926581,661.7094513841719,0.29107961783766995,7.036666863388606,98.26766913871954,43.96357189938938,9.350980659689302,8.014091084169392,36.15920802516558,21.916936759332913,32.91881967764312,16.756435952604694,12.339492045480199,10.144749626077157,11.443130823926351,12.387520284608573,0.0938253104686737,1273.35856114577,0.04369405757996276
blues.00007.au,blues,93.31363696595727,1577.2709414206267,1451.6670658428204,0.4312522372732986,22.442509342348426,-179.34714912617545,136.46901325981793,-8.41993697101473,-6.9497158958171905,9.660300279429293,-26.673134609040613,39.98424445126521,5.304418544036784,10.928610275809586,-20.56482721690263,8.511155695778841,-11.3572490886574,-3.468347023140097,0.13182218372821808,2954.836759987674,0.061442246108855375,410.1364880185906,670.498443290072,0.27532441615786263,7.240403924513821,81.07972581545924,38.461010953382434,12.145280963932755,9.149770659882474,24.323486876181644,18.77622181400224,25.49964105407691,11.674936840533068,12.797336494417417,12.300202842213874,13.112710027744834,13.348597782079045,0.07437165826559067,1276.3737586113198,0.04299786357871877
blues.00008.au,blues,90.1017595520545,2031.7403810025378,1719.3689480431453,0.5024767161953265,22.380886050057644,-121.36393978375388,122.50668277611376,-6.71836617238785,6.99254229555463,7.873028866224562,-14.738196486513928,46.13106758243983,-8.181879740271722,20.182963511589787,-19.17337898837444,23.03913980624283,-11.838224375787476,21.159999227509058,0.14241649210453033,3782.316288428074,0.06402488761600927,324.8733879422975,404.0827210348926,0.2712418407629506,9.44515696475851,51.20737229282602,20.359417538076492,6.996106952698888,7.512049221569898,18.472064367081803,13.914786721488355,13.310297928525678,10.344929775416636,7.593716308090711,8.778911239741799,6.527215001654137,7.6594822680634875,0.03882210701704025,1123.7957949385088,0.027045919171916347
blues.00009.au,blues,117.15649599702728,1973.7733063015253,1817.150863125721,0.4634810835931681,21.16195009433464,-213.24000203861286,115.16559725764499,-6.046165779866517,3.782205422855536,8.737211636058376,-11.693429172894467,39.01427356313461,-20.341277837561673,13.077604467544164,-9.17351768159611,9.011445505547684,-14.100631782124099,4.265940073517506,0.08131366223096848,3943.490565182715,0.07917482356921887,337.74267214972764,546.1100083520868,0.2732665191600001,7.956337975250182,78.31808152815253,28.253826634292125,9.215952212892036,10.220061545818226,25.864294121198412,18.7272110804747,23.06459594913596,16.69784870110937,11.257271963932059,8.246949131198328,10.491658274298876,9.625249211595241,0.06593075394630432,1169.4606596745123,0.03711682977865272
